Start Date,End Date,Start Equity,End Equity,Trades Entered,Winning Trades Entered,Win Ratio,Positive Months,CAGR,RAR,RAR Error,Max Drawdown,Max Drawdown Days,MAR Ratio,MAR Regressed,Sharpe Ratio,Sharpe CAGR,Sharpe Benchmark,Sortino Ratio
2012-01-03,2012-04-20,81.5878822004,81.5878822004,0,0,0.0,0.0,0.0,0.0,0.0,0.212830559673,77,0.0,0.0,NaN,NaN,-1.406528591,NaN
2011-01-04,2011-12-30,81.5878822004,81.5878822004,0,0,0.0,0.0,0.0,-3.06893980696e-27,6.60297749803e-15,0.212830559673,251,0.0,-1.44196388511e-26,NaN,NaN,0.364619179639,NaN
2010-01-04,2010-12-31,81.5878822004,81.5878822004,0,0,0.0,0.0,0.0,-7.99235623707e-28,6.71652914166e-15,0.212830559673,253,0.0,-3.7552672179e-27,NaN,NaN,-0.577888275513,NaN
2009-01-02,2009-12-31,77.2951358915,81.5878822004,0,0,0.0,0.0833333333333,0.0379258274795,-0.00126279412056,0.00262841527844,0.266776249412,253,0.142163433076,-0.00473353277643,-0.94294257191,-0.979005719993,-0.94996260906,NaN
2008-01-02,2008-12-31,79.3651749521,79.5853089607,2,1,0.5,0.333333333333,0.00190417713147,0.0318659213266,0.0119209896494,0.298842041946,253,0.00637185156102,0.10663131974,-0.266982941304,-0.338847301619,1.43219363935,0.059711588464
2007-01-02,2007-12-31,79.9657831253,79.3651749521,0,0,0.0,0.0833333333333,-0.00517880441227,0.000757545907289,0.000369153589129,0.246842990258,253,-0.020980155875,0.00306893830162,-6.12252250123,-6.27800590352,-0.38141020227,NaN
2006-01-03,2006-12-29,73.6555959893,78.8241207539,1,1,1.0,0.583333333333,0.0482231359645,0.0546422429994,0.00524010812167,0.326783478948,252,0.147569075768,0.167212379204,0.28596966254,0.243647610548,-1.36798983986,0.786932015
2005-01-04,2005-12-30,79.6369808455,73.6555959893,1,0,0.0,0.0833333333333,-0.0527773894054,-0.0615716411673,0.00296275312088,0.291811448303,252,-0.180861270907,-0.210998031521,-2.09679477708,-2.25325804464,-1.81192729652,-0.866025454164
2004-01-02,2004-12-31,79.6369808455,79.6369808455,0,0,0.0,0.0,0.0,6.21005899095e-30,5.72297016726e-16,0.231653084369,254,0.0,2.68075817245e-29,NaN,NaN,-1.18455318544,NaN
2003-01-02,2003-12-31,96.5311342841,79.6369808455,1,0,0.0,0.166666666667,-0.124095270005,-0.197159776992,0.00812372851332,0.249205276017,253,-0.497964055934,-0.791154104533,-2.55075244071,-2.85303773662,-1.55813070821,-1.11596450833
2002-01-02,2002-12-31,100.681959082,96.5311342841,1,0,0.0,0.166666666667,-0.028578877274,-0.083644835136,0.00643771124413,0.174978088414,248,-0.163328320323,-0.478030340222,-0.503519158181,-0.589488323803,1.73196508311,-0.194587687762
2001-01-02,2001-12-31,100.681959082,100.681959082,0,0,0.0,0.0,0.0,4.53714083478e-28,2.50961484778e-15,0.00131775454718,252,0.0,3.44308493906e-25,NaN,NaN,1.14783536723,NaN
2000-01-04,2000-12-29,100.681959082,100.681959082,0,0,0.0,0.0,0.0,8.45907613263e-29,2.50961484778e-15,0.00131775454718,252,0.0,6.41931090333e-26,NaN,NaN,0.64928790093,NaN
1999-01-04,1999-12-30,100.681959082,100.681959082,0,0,0.0,0.0,0.0,1.79237767006e-28,2.50961484778e-15,0.00131775454718,252,0.0,1.36017566693e-25,NaN,NaN,-1.44718189127,NaN
1998-01-02,1998-12-30,100.681959082,100.681959082,0,0,0.0,0.0,0.0,-3.87830894368e-28,2.50961484778e-15,0.00131775454718,252,0.0,-2.94311937832e-25,NaN,NaN,-0.878506000376,NaN
1997-01-02,1997-12-31,100.681959082,100.681959082,0,0,0.0,0.0,0.0,9.09716905755e-29,2.49471082405e-15,0.00131775454718,253,0.0,6.90353835395e-26,NaN,NaN,-1.51221559631,NaN
1996-01-02,1996-12-31,100.681959082,100.681959082,0,0,0.0,0.0,0.0,-3.79102438401e-29,2.47995373915e-15,0.00131775454718,254,0.0,-2.87688203552e-26,NaN,NaN,-1.70081196874,NaN
1995-01-03,1995-12-29,100.681959082,100.681959082,0,0,0.0,0.0,0.0,-3.29563831496e-28,2.50961484778e-15,0.00131775454718,252,0.0,-2.50095006085e-25,NaN,NaN,-2.61935583619,NaN
1994-01-04,1994-12-30,100.681959082,100.681959082,0,0,0.0,0.0,0.0,1.15351038172e-29,2.50961484778e-15,0.00131775454718,252,0.0,8.75360577727e-27,NaN,NaN,0.635981257567,NaN
1993-01-04,1993-12-31,100.681959082,100.681959082,0,0,0.0,0.0,0.0,-1.81578032996e-28,2.49471082405e-15,0.00131775454718,253,0.0,-1.37793516543e-25,NaN,NaN,-1.73536036719,NaN
1992-01-02,1992-12-31,100.681959082,100.681959082,0,0,0.0,0.0,0.0,-1.0289923328e-28,2.47995373915e-15,0.00131775454718,254,0.0,-7.80867981071e-26,NaN,NaN,-0.788044862198,NaN
1991-01-02,1991-12-31,100.681959082,100.681959082,0,0,0.0,0.0,0.0,-1.55272965842e-29,2.49471082405e-15,0.00131775454718,253,0.0,-1.17831477929e-26,NaN,NaN,-1.09405437059,NaN
1990-01-02,1990-12-31,100.681959082,100.681959082,0,0,0.0,0.0,0.0,3.50003532415e-29,2.49471082405e-15,0.00131775454718,253,0.0,2.65606013779e-26,NaN,NaN,0.545224747811,NaN
1989-01-03,1989-12-29,100.681959082,100.681959082,0,0,0.0,0.0,0.0,1.79792339305e-28,2.50961484778e-15,0.00131775454718,252,0.0,1.36438413125e-25,NaN,NaN,-1.64418541717,NaN
1988-01-04,1988-12-30,100.681959082,100.681959082,0,0,0.0,0.0,0.0,9.80229099655e-29,2.49471082405e-15,0.00131775454718,253,0.0,7.43863188902e-26,NaN,NaN,-0.468488883345,NaN
1987-01-02,1987-12-31,100.681959082,100.681959082,0,0,0.0,0.0,0.0,-8.25321481968e-29,2.49471082405e-15,0.00131775454718,253,0.0,-6.26308961509e-26,NaN,NaN,-0.237763972079,NaN
1986-01-02,1986-12-31,100.681959082,100.681959082,0,0,0.0,0.0,0.0,-3.06892450134e-29,2.49471082405e-15,0.00131775454718,253,0.0,-2.32890450495e-26,NaN,NaN,-1.10427871366,NaN
1985-01-02,1985-12-31,100.681959082,100.681959082,0,0,0.0,0.0,0.0,1.52569389495e-28,2.49471082405e-15,0.00131775454718,253,0.0,1.1577982396e-25,NaN,NaN,-1.07875696479,NaN
1984-04-10,1984-12-31,100.0,100.681959082,1,1,1.0,0.111111111111,0.00643233749024,0.00858586224502,0.00152806990477,0.020990169161,176,0.306445243052,0.409042070084,-4.09418930005,-4.19770530395,-0.788346332849,2.97725898783
